,paper_id,author_name,year,journal
980,15472450.2018.1542304,Che-Ming Chen,2020,jits
981,15472450.2018.1542304,Chia-Ching Liang,2020,jits
982,15472450.2018.1542304,Chih-Peng Chu,2020,jits
983,15472450.2019.1582950,Xingbin Zhan,2020,jits
984,15472450.2019.1582950,Shuaichao Zhang,2020,jits
985,15472450.2019.1582950,Wai Yuen Szeto,2020,jits
986,15472450.2019.1582950,Xiqun (Michael) Chen,2020,jits
987,15472450.2019.1598863,Chengcheng Wang,2020,jits
988,15472450.2019.1598863,Zhongzhi Xu,2020,jits
989,15472450.2019.1598863,Ronghua Du,2020,jits
990,15472450.2019.1598863,Haifeng Li,2020,jits
991,15472450.2019.1598863,Pu Wang,2020,jits
992,15472450.2019.1614445,Zulqarnain H. Khattak,2020,jits
993,15472450.2019.1614445,Mark J. Magalotti,2020,jits
994,15472450.2019.1614445,Michael D. Fontaine,2020,jits
995,15472450.2019.1625042,Majid Bayat,2020,jits
996,15472450.2019.1625042,Mostafa Barmshoory,2020,jits
997,15472450.2019.1625042,S. Morteza Pournaghi,2020,jits
998,15472450.2019.1625042,Majid Rahimi,2020,jits
999,15472450.2019.1625042,Yaghoub Farjami,2020,jits
1000,15472450.2019.1625042,Mohammad Reza Aref,2020,jits
1001,15472450.2019.1643723,Zhihong Yao,2020,jits
1002,15472450.2019.1643723,Yangsheng Jiang,2020,jits
1003,15472450.2019.1643723,Bin Zhao,2020,jits
1004,15472450.2019.1643723,Xiaoling Luo,2020,jits
1005,15472450.2019.1643723,Bo Peng,2020,jits
1006,15472450.2019.1659793,Sarah Hernandez,2020,jits
1007,15472450.2019.1659793,Kyung (Kate) Hyun,2020,jits
1008,15472450.2019.1612247,Zhou Bin,2020,jits
1009,15472450.2019.1612247,Yuhao Yao,2020,jits
1010,15472450.2019.1612247,Xiao Liu,2020,jits
1011,15472450.2019.1612247,Rongbo Zhu,2020,jits
1012,15472450.2019.1612247,Arun Kumar Sangaiah,2020,jits
1013,15472450.2019.1612247,Maode Ma,2020,jits
1014,15472450.2019.1652826,Zhongjiang Yan,2020,jits
1015,15472450.2019.1652826,Bo Li,2020,jits
1016,15472450.2019.1652826,Qianqian Li,2020,jits
1017,15472450.2019.1652826,Mao Yang,2020,jits
1018,15472450.2019.1643725,Qilei Li,2020,jits
1019,15472450.2019.1643725,Wei Wu,2020,jits
1020,15472450.2019.1643725,Lu Lu,2020,jits
1021,15472450.2019.1643725,Zuoyong Li,2020,jits
1022,15472450.2019.1643725,Awais Ahmad,2020,jits
1023,15472450.2019.1643725,Gwanggil Jeon,2020,jits
1024,15472450.2020.1721289,Mohammad A. Hoque,2020,jits
1025,15472450.2020.1721289,Jackeline Rios-Torres,2020,jits
1026,15472450.2020.1721289,Ramin Arvin,2020,jits
1027,15472450.2020.1721289,Asad Khattak,2020,jits
1028,15472450.2020.1721289,Salman Ahmed,2020,jits
1029,15472450.2020.1742121,Hua Cui,2020,jits
1030,15472450.2020.1742121,Gege Yuan,2020,jits
1031,15472450.2020.1742121,Ni Liu,2020,jits
1032,15472450.2020.1742121,Mingyuan Xu,2020,jits
1033,15472450.2020.1742121,Huansheng Song,2020,jits
1034,15472450.2019.1642753,Jingyue Chen,2020,jits
1035,15472450.2019.1642753,Xiaomin Yang,2020,jits
1036,15472450.2019.1642753,Lu Lu,2020,jits
1037,15472450.2019.1642753,Qilei Li,2020,jits
1038,15472450.2019.1642753,Zuoyong Li,2020,jits
1039,15472450.2019.1642753,Wei Wu,2020,jits
1040,15472450.2019.1670659,Dandan Ding,2020,jits
1041,15472450.2019.1670659,Junchao Tong,2020,jits
1042,15472450.2019.1670659,Lingyi Kong,2020,jits
1043,15472450.2019.1638782,Md Imrul Kayes,2020,jits
1044,15472450.2019.1638782,Haitham Al-Deek,2020,jits
1045,15472450.2019.1638782,Adrian Sandt,2020,jits
1046,15472450.2019.1638780,Giuseppe C. Calafiore,2020,jits
1047,15472450.2019.1638780,Marco Ghirardi,2020,jits
1048,15472450.2019.1638780,Alessandro Rizzo,2020,jits
1049,15472450.2020.1735385,Sanhita Das,2020,jits
1050,15472450.2020.1735385,Akhilesh Kumar Maurya,2020,jits
